ville,quartier,type_bien,etat,superficie,chambres,salles_bain,etage,age,ascenseur,parking,piscine,jardin,securite,prix,prix_m2,date_mise_en_vente
Agadir,Talborjt,Local commercial,En construction,334,0,0,0,0,False,False,False,False,True,2556310,7653,2024-11-06
Agadir,Talborjt,Maison,À rénover,275,3,2,0,28,False,True,False,True,True,1311991,4770,2025-01-17
Tanger,Cap Spartel,Villa,À rénover,346,2,2,0,44,False,False,True,True,True,1014732,2932,2024-09-15
Casablanca,Gauthier,Maison,En construction,170,4,3,0,0,True,True,False,True,True,1676186,9859,2024-10-25
Casablanca,CIL,Terrain,Neuf,1251,0,0,0,0,False,False,False,False,False,13731871,10976,2024-11-28
Marrakech,Médina,Local commercial,Bon état,451,0,0,0,44,False,True,False,False,False,2923321,6481,2025-01-14
Meknès,Plaisance,Villa,À rénover,268,6,4,0,19,True,True,True,True,False,1197015,4466,2024-10-24
Oujda,Hay El Qods,Villa,À rénover,347,2,1,0,30,False,True,False,True,True,988031,2847,2024-12-06
Oujda,Angad,Local commercial,Neuf,415,0,0,0,0,False,True,False,False,False,3425403,8253,2025-02-17
Meknès,Marjane,Local commercial,Bon état,232,0,0,0,49,False,True,False,False,True,962769,4149,2024-11-15
Agadir,Talborjt,Appartement,Neuf,84,4,4,12,0,True,False,False,False,True,805930,9594,2024-09-13
Meknès,Hamria,Maison,Neuf,254,4,4,0,0,False,True,False,True,True,2192419,8631,2024-09-25
Oujda,Hay El Qods,Maison,À rénover,205,2,2,0,35,False,True,False,False,False,702917,3428,2025-02-08
Oujda,Angad,Riad,En construction,342,2,2,0,0,False,True,True,True,True,1965162,5746,2024-10-09
Fès,Médina,Maison,Bon état,175,4,1,0,9,False,False,True,True,False,1474026,8423,2024-09-14
Fès,Médina,Maison,Bon état,84,4,2,0,37,False,True,False,True,False,347707,4139,2024-10-16
Marrakech,Médina,Local commercial,À rénover,386,0,0,0,40,False,False,False,False,True,1681619,4356,2025-01-07
Casablanca,Maarif,Villa,Neuf,472,1,1,0,0,False,True,True,True,True,6827796,14465,2024-12-11
Tanger,Cap Spartel,Local commercial,En construction,67,0,0,0,0,False,False,False,False,True,574892,8580,2024-09-23
Meknès,Plaisance,Maison,En construction,265,4,1,0,0,False,True,False,True,True,1799737,6791,2024-12-02
Meknès,Centre Ville,Riad,À rénover,240,6,3,0,20,False,False,False,True,True,1003460,4181,2024-10-07
Fès,Médina,Appartement,En construction,157,1,1,1,0,False,True,False,False,False,1244547,7927,2024-12-11
Casablanca,Gauthier,Terrain,Neuf,1390,0,0,0,0,False,False,False,False,True,12249111,8812,2024-09-28
Fès,Atlas,Appartement,En construction,42,4,1,2,0,False,True,False,False,True,273951,6522,2025-03-03
Tanger,Cap Spartel,Villa,En construction,206,3,1,0,0,False,True,True,True,True,2440955,11849,2024-12-31
Casablanca,Ain Diab,Villa,Neuf,223,6,3,0,0,False,True,True,True,True,5030907,22560,2024-12-26
Oujda,Hay El Qods,Terrain,Neuf,295,0,0,0,0,False,True,False,False,False,2454556,8320,2024-09-25
Tanger,Boukhalef,Terrain,En construction,1833,0,0,0,0,False,True,False,False,True,5693075,3105,2024-12-11
Meknès,Hamria,Terrain,À rénover,1846,0,0,0,43,False,True,False,False,True,3800552,2058,2024-11-30
Tanger,Malabata,Terrain,Neuf,946,0,0,0,0,False,True,False,False,False,9640124,10190,2024-10-25
Tanger,Malabata,Terrain,Neuf,848,0,0,0,0,False,False,False,False,False,5959389,7027,2025-01-16
Oujda,Centre Ville,Local commercial,Neuf,419,0,0,0,0,False,False,False,False,False,4480702,10693,2024-11-08
Agadir,Talborjt,Local commercial,En construction,340,0,0,0,0,False,True,False,False,True,3267421,9610,2025-02-22
Oujda,Hay Essalam,Appartement,Bon état,155,2,2,13,41,True,True,False,False,True,562489,3628,2025-02-16
Tanger,Centre Ville,Local commercial,En construction,312,0,0,0,0,False,True,False,False,True,3630632,11636,2024-10-23
Rabat,Souissi,Local commercial,À rénover,126,0,0,0,34,False,True,False,False,True,680809,5403,2025-01-12
Agadir,Talborjt,Appartement,En construction,109,5,2,4,0,True,True,False,False,True,648561,5950,2024-11-09
Agadir,Talborjt,Villa,En construction,199,5,2,0,0,False,True,True,True,True,1465083,7362,2024-11-09
Fès,Médina,Terrain,En construction,899,0,0,0,0,False,False,False,False,True,4571525,5085,2024-11-23
Rabat,Agdal,Villa,Bon état,319,5,2,0,45,False,True,True,True,True,2057066,6448,2024-11-06
Oujda,Centre Ville,Villa,En construction,302,4,3,0,0,False,False,False,True,True,1124657,3724,2025-02-05
Meknès,Centre Ville,Terrain,Bon état,233,0,0,0,4,False,False,False,False,True,1438914,6175,2024-09-09
Oujda,Angad,Maison,Bon état,298,1,1,0,15,False,True,False,False,False,1959860,6576,2025-02-01
Casablanca,Bourgogne,Terrain,Neuf,312,0,0,0,0,False,True,False,False,False,3847451,12331,2024-09-10
Rabat,Hay Riad,Riad,Neuf,339,4,3,0,0,False,True,True,True,False,7663759,22606,2024-10-03
Agadir,Founty,Appartement,Bon état,145,5,4,4,26,True,True,False,False,False,1106116,7628,2024-10-26
Fès,Médina,Riad,En construction,185,2,2,0,0,False,True,True,True,True,1654245,8941,2025-02-25
Meknès,Hamria,Appartement,Neuf,56,5,1,8,0,False,False,False,False,False,485628,8671,2025-02-15
Meknès,Plaisance,Terrain,À rénover,876,0,0,0,3,False,True,False,False,True,2539685,2899,2025-03-05
Oujda,Hay Essalam,Local commercial,À rénover,199,0,0,0,36,False,True,False,False,False,469161,2357,2024-12-11
Tanger,Malabata,Riad,Bon état,391,6,4,0,34,False,True,True,False,False,3066486,7842,2024-12-13
Tanger,Malabata,Appartement,Neuf,80,1,1,9,0,True,True,False,False,True,651605,8145,2024-10-08
Meknès,Hamria,Villa,À rénover,355,2,2,0,42,False,True,True,True,True,1011249,2848,2024-11-21
Meknès,Plaisance,Villa,Bon état,161,4,3,0,29,False,False,False,True,True,1024949,6366,2025-02-01
Marrakech,Hivernage,Appartement,En construction,168,1,1,8,0,False,False,False,False,True,1238904,7374,2024-12-31
Agadir,Centre,Villa,À rénover,275,2,1,0,7,False,False,True,False,True,1479440,5379,2024-09-19
Marrakech,Hivernage,Appartement,Neuf,158,3,1,5,0,True,False,False,False,True,692798,4384,2025-01-17
Casablanca,CIL,Riad,En construction,128,3,2,0,0,False,True,True,True,True,1341100,10477,2025-01-16
Marrakech,Médina,Villa,En construction,320,4,1,0,0,False,True,True,True,False,5371382,16785,2025-02-18
Fès,Atlas,Local commercial,En construction,146,0,0,0,0,False,False,False,False,False,969023,6637,2024-10-10
Fès,Atlas,Appartement,Neuf,170,1,1,13,0,True,False,False,False,False,1132012,6658,2024-12-30
Marrakech,Médina,Maison,Neuf,238,5,3,0,0,False,True,False,True,True,4656076,19563,2024-11-12
Marrakech,Gueliz,Villa,Bon état,267,1,1,0,3,False,True,True,True,True,2594755,9718,2025-02-10
Tanger,Cap Spartel,Villa,Bon état,255,5,3,0,44,False,True,True,True,True,1956847,7673,2025-01-12
Oujda,Centre Ville,Villa,Neuf,496,4,1,0,0,True,True,True,True,True,2989828,6027,2024-12-26
Meknès,Marjane,Terrain,Bon état,214,0,0,0,30,False,False,False,False,True,971688,4540,2024-12-28
Oujda,Angad,Terrain,En construction,1123,0,0,0,0,False,False,False,False,True,3976641,3541,2024-11-24
Tanger,Cap Spartel,Terrain,Neuf,1589,0,0,0,0,False,True,False,False,True,16695763,10507,2025-01-01
Agadir,Sonaba,Villa,À rénover,282,1,1,0,15,False,True,True,True,True,1989554,7055,2024-12-17
Rabat,Hassan,Terrain,À rénover,209,0,0,0,20,False,False,False,False,True,1219206,5833,2025-02-08
Rabat,Les Orangers,Riad,Bon état,148,5,3,0,5,True,False,True,True,True,1798055,12149,2025-01-01
Rabat,Hassan,Appartement,Neuf,96,5,4,10,0,True,True,False,False,True,1341758,13976,2025-02-03
Tanger,Malabata,Villa,En construction,263,2,2,0,0,False,True,True,True,True,4000501,15211,2025-01-27
Meknès,Hamria,Villa,À rénover,411,2,1,0,32,False,True,False,True,False,1706090,4151,2024-10-17
Fès,Atlas,Local commercial,À rénover,452,0,0,0,44,False,True,False,False,True,1519879,3362,2025-01-16
Fès,Ville Nouvelle,Villa,En construction,374,3,3,0,0,False,True,True,True,False,4056946,10847,2025-01-22
Rabat,Agdal,Local commercial,Bon état,108,0,0,0,40,False,False,False,False,True,589967,5462,2024-10-31
Rabat,Hay Riad,Appartement,En construction,62,4,2,11,0,True,True,False,False,False,658311,10617,2025-02-17
Agadir,Sonaba,Maison,En construction,224,5,4,0,0,False,True,False,False,True,1925049,8593,2024-09-21
Fès,Ville Nouvelle,Appartement,À rénover,189,4,1,6,43,True,True,True,False,False,662382,3504,2025-01-21
Rabat,Agdal,Villa,Neuf,433,6,1,0,0,True,True,False,True,True,10132581,23400,2025-01-03
Tanger,Malabata,Appartement,En construction,55,2,2,12,0,True,False,False,False,True,473574,8610,2024-09-16
Casablanca,Maarif,Terrain,Bon état,263,0,0,0,17,False,False,False,False,False,1781328,6773,2025-01-14
Tanger,Centre Ville,Local commercial,Neuf,221,0,0,0,0,False,True,False,False,False,2080305,9413,2024-10-24
Rabat,Souissi,Terrain,À rénover,1387,0,0,0,41,False,False,False,False,True,6482044,4673,2025-03-01
Oujda,Centre Ville,Riad,En construction,233,3,2,0,0,False,True,True,True,True,1858513,7976,2024-10-23
Meknès,Centre Ville,Local commercial,En construction,494,0,0,0,0,False,True,False,False,False,3493168,7071,2025-01-22
Fès,Atlas,Villa,Neuf,203,3,1,0,0,True,True,False,True,True,2553156,12577,2024-10-27
Agadir,Centre,Villa,En construction,421,2,2,0,0,False,True,True,True,False,3191593,7580,2024-09-28
Marrakech,Hivernage,Riad,À rénover,250,5,2,0,28,False,False,False,False,True,1337038,5348,2024-11-12
Oujda,Hay Essalam,Local commercial,Bon état,457,0,0,0,16,False,True,False,False,True,3518877,7699,2024-09-27
Marrakech,Médina,Local commercial,Neuf,35,0,0,0,0,False,False,False,False,False,747692,21362,2024-12-13
Agadir,Talborjt,Terrain,Bon état,1503,0,0,0,14,False,False,False,False,True,10396633,6917,2025-03-04
Rabat,Souissi,Terrain,À rénover,1132,0,0,0,21,False,True,False,False,False,4011939,3544,2024-12-26
Meknès,Marjane,Appartement,Bon état,174,1,1,10,16,False,True,False,False,True,858241,4932,2024-09-23
Casablanca,Racine,Terrain,Neuf,466,0,0,0,0,False,True,False,False,True,4088708,8774,2025-01-31
Rabat,Hay Riad,Maison,Neuf,242,4,3,0,0,False,True,False,False,False,1866501,7712,2025-01-27
Oujda,Centre Ville,Local commercial,À rénover,267,0,0,0,29,False,False,False,False,True,835199,3128,2024-12-27
Marrakech,Amerchich,Maison,À rénover,134,6,1,0,13,False,True,False,False,True,1208974,9022,2024-10-08
Meknès,Centre Ville,Maison,Neuf,117,3,3,0,0,False,False,False,True,False,771485,6593,2024-10-24
Agadir,Talborjt,Maison,Neuf,153,6,2,0,0,False,True,False,True,True,1239681,8102,2024-11-02
Tanger,Boukhalef,Local commercial,Bon état,111,0,0,0,24,False,True,False,False,True,1080542,9734,2025-02-22
Rabat,Agdal,Maison,Neuf,80,5,3,0,0,False,True,False,True,True,731621,9145,2025-02-08
Marrakech,Hivernage,Terrain,Neuf,1111,0,0,0,0,False,True,False,False,True,11191442,10073,2024-12-24
Fès,Ville Nouvelle,Riad,En construction,112,2,2,0,0,False,False,True,True,True,801312,7154,2024-12-17
Rabat,Agdal,Terrain,En construction,429,0,0,0,0,False,True,False,False,True,3212615,7488,2025-03-03
Rabat,Hassan,Maison,En construction,225,6,1,0,0,False,True,False,True,False,2249433,9997,2024-10-09
Casablanca,Anfa,Maison,Neuf,115,4,1,0,0,False,True,False,True,True,1532993,13330,2024-11-29
Rabat,Souissi,Terrain,À rénover,1319,0,0,0,46,False,False,False,False,True,3724512,2823,2024-10-02
Meknès,Marjane,Terrain,En construction,1532,0,0,0,0,False,False,False,False,True,6789637,4431,2024-12-20
Fès,Atlas,Local commercial,En construction,85,0,0,0,0,False,True,False,False,True,581970,6846,2025-01-13
Fès,Route Immouzer,Riad,Bon état,218,2,1,0,41,False,True,True,True,True,1045733,4796,2024-11-15
Meknès,Centre Ville,Local commercial,Neuf,226,0,0,0,0,False,True,False,False,False,2350390,10399,2025-01-08
Marrakech,Amerchich,Appartement,À rénover,142,6,4,4,20,True,True,False,False,True,1014163,7141,2025-02-16
Agadir,Sonaba,Villa,En construction,465,1,1,0,0,False,True,True,True,True,4105631,8829,2025-01-26
Oujda,Hay El Qods,Riad,À rénover,372,4,4,0,30,False,True,False,True,True,1092809,2937,2024-09-21
Casablanca,Bourgogne,Local commercial,En construction,42,0,0,0,0,False,True,False,False,True,808704,19254,2024-10-26
Agadir,Centre,Appartement,En construction,134,2,2,3,0,False,False,False,True,True,751509,5608,2024-09-13
Fès,Route Immouzer,Maison,Neuf,158,2,2,0,0,False,True,False,True,True,1056776,6688,2024-11-09
Fès,Atlas,Villa,Bon état,247,2,2,0,7,False,True,False,True,False,2484118,10057,2024-10-01
Agadir,Sonaba,Riad,À rénover,202,2,2,0,21,False,True,True,True,True,1198742,5934,2025-01-05
Marrakech,Amerchich,Appartement,À rénover,92,2,1,13,7,True,True,False,False,True,806891,8770,2024-10-28
Casablanca,Anfa,Villa,À rénover,315,5,3,0,12,True,True,True,True,True,2483389,7883,2024-10-05
Meknès,Centre Ville,Local commercial,En construction,232,0,0,0,0,False,False,False,False,False,1173400,5057,2024-10-25
Tanger,Boukhalef,Riad,En construction,123,3,3,0,0,False,True,True,True,False,1329845,10811,2025-01-20
Tanger,Boukhalef,Riad,En construction,222,2,1,0,0,False,True,True,True,False,1443749,6503,2024-12-28
Casablanca,Bourgogne,Riad,À rénover,391,5,3,0,27,False,False,True,True,True,2924030,7478,2024-09-22
Meknès,Plaisance,Villa,À rénover,444,2,2,0,29,False,True,True,True,True,1454156,3275,2024-10-10
Oujda,Hay El Qods,Villa,En construction,481,1,1,0,0,False,True,True,False,False,2819121,5860,2024-12-21
Casablanca,CIL,Maison,À rénover,89,4,1,0,45,False,True,False,True,False,272172,3058,2024-12-23
Casablanca,Anfa,Maison,En construction,286,3,3,0,0,False,False,False,True,True,3510252,12273,2024-10-06
Marrakech,Palmeraie,Riad,En construction,290,6,4,0,0,False,True,False,True,True,3996399,13780,2024-09-08
Casablanca,Bourgogne,Riad,Bon état,299,2,2,0,11,False,True,True,True,False,2791918,9337,2025-01-29
Fès,Médina,Local commercial,Bon état,285,0,0,0,49,False,True,False,False,False,1286400,4513,2024-12-22
Marrakech,Amerchich,Villa,En construction,393,6,2,0,0,True,True,True,True,True,4934678,12556,2024-09-29
Meknès,Marjane,Terrain,Neuf,1163,0,0,0,0,False,False,False,False,True,6983614,6004,2024-10-10
Marrakech,Palmeraie,Local commercial,Bon état,265,0,0,0,17,False,True,False,False,False,2742888,10350,2024-12-07
Agadir,Sonaba,Maison,En construction,109,3,3,0,0,False,False,False,True,True,743972,6825,2024-10-25
Fès,Médina,Riad,En construction,262,3,3,0,0,False,True,True,True,True,1838940,7018,2025-01-31
Rabat,Les Orangers,Villa,À rénover,410,3,2,0,23,False,False,True,True,False,3012251,7346,2025-02-06
Rabat,Hay Riad,Terrain,Neuf,974,0,0,0,0,False,False,False,False,False,11313473,11615,2025-01-31
Agadir,Founty,Villa,À rénover,393,2,2,0,18,False,True,True,False,False,1626355,4138,2024-10-16
Meknès,Hamria,Riad,À rénover,210,2,1,0,8,False,True,True,True,True,790938,3766,2024-12-30
Meknès,Centre Ville,Local commercial,Neuf,199,0,0,0,0,False,False,False,False,True,2225224,11182,2024-12-25
Agadir,Sonaba,Appartement,Bon état,130,3,1,9,49,False,True,False,True,True,549858,4229,2024-11-12
Agadir,Founty,Appartement,À rénover,114,4,1,8,22,False,True,False,False,True,395166,3466,2024-10-19
Casablanca,Bourgogne,Appartement,À rénover,40,1,1,9,12,True,True,False,False,True,397098,9927,2024-12-03
Tanger,Boukhalef,Riad,À rénover,370,5,2,0,31,False,True,True,True,True,1821469,4922,2025-01-06
Tanger,Boukhalef,Maison,Bon état,244,6,3,0,31,False,False,False,False,False,1987143,8144,2025-01-29
Meknès,Marjane,Appartement,À rénover,96,3,3,12,25,False,True,True,False,True,451103,4698,2024-11-19
Casablanca,Ain Diab,Villa,En construction,259,4,1,0,0,False,True,False,True,True,4055938,15659,2024-11-01
Oujda,Hay El Qods,Terrain,En construction,1364,0,0,0,0,False,False,False,False,False,7698143,5643,2024-12-24
Meknès,Plaisance,Riad,En construction,121,4,3,0,0,False,False,True,True,True,922316,7622,2024-10-21
Tanger,Cap Spartel,Riad,À rénover,185,2,1,0,10,False,True,True,True,False,1250523,6759,2025-02-18
Casablanca,Bourgogne,Maison,Bon état,174,3,2,0,21,False,True,False,True,False,2333477,13410,2024-11-16
Tanger,Cap Spartel,Local commercial,Neuf,347,0,0,0,0,False,False,False,False,False,5222253,15049,2025-01-13
Oujda,Centre Ville,Maison,En construction,208,1,1,0,0,False,True,False,True,False,970632,4666,2024-10-15
Rabat,Agdal,Villa,Bon état,296,4,2,0,22,False,True,False,True,True,3607867,12188,2025-01-12
Fès,Route Immouzer,Local commercial,À rénover,283,0,0,0,22,False,False,False,False,False,1113473,3934,2024-10-22
Oujda,Hay El Qods,Riad,En construction,198,5,4,0,0,False,False,True,True,False,1072744,5417,2024-10-06
Oujda,Hay Essalam,Terrain,En construction,1946,0,0,0,0,False,True,False,False,True,7493738,3850,2024-10-13
Casablanca,Maarif,Terrain,Bon état,1639,0,0,0,47,False,True,False,False,False,4468162,2726,2024-10-21
Meknès,Hamria,Appartement,À rénover,146,5,2,13,9,True,False,False,False,False,793872,5437,2025-02-06
Casablanca,Anfa,Terrain,À rénover,776,0,0,0,34,False,True,False,False,True,4447970,5731,2024-11-07
Marrakech,Hivernage,Riad,À rénover,221,5,4,0,32,False,True,True,True,True,898680,4066,2024-09-27
Tanger,Cap Spartel,Riad,À rénover,375,1,1,0,19,False,True,True,True,True,2974832,7932,2024-12-24
Tanger,Malabata,Villa,Bon état,390,4,2,0,47,True,True,True,True,False,3349108,8587,2024-11-16
Agadir,Centre,Riad,Neuf,130,2,2,0,0,False,False,True,True,True,1183504,9103,2024-10-01
Tanger,Malabata,Maison,Bon état,225,2,1,0,48,False,True,False,True,True,1119480,4975,2024-09-16
Agadir,Sonaba,Riad,En construction,244,6,2,0,0,False,False,True,True,True,1783972,7311,2024-12-24
Fès,Route Immouzer,Villa,Bon état,166,2,2,0,46,False,True,False,True,True,788543,4750,2024-10-22
Tanger,Malabata,Terrain,Bon état,332,0,0,0,27,False,True,False,False,True,1712708,5158,2025-02-08
Tanger,Malabata,Riad,Bon état,388,3,3,0,39,False,False,True,True,True,2899687,7473,2025-01-28
Rabat,Souissi,Terrain,À rénover,672,0,0,0,41,False,False,False,False,True,2641411,3930,2025-02-17
Rabat,Hassan,Maison,Neuf,109,4,3,0,0,False,False,False,True,True,1588662,14574,2024-09-10
Oujda,Hay Essalam,Local commercial,En construction,218,0,0,0,0,False,False,False,False,True,1635039,7500,2024-11-06
Oujda,Centre Ville,Appartement,Neuf,72,1,1,6,0,True,True,False,False,True,401598,5577,2025-01-04
Tanger,Centre Ville,Riad,Bon état,190,4,4,0,27,True,True,True,True,False,1523497,8018,2024-12-20
Rabat,Hay Riad,Appartement,En construction,145,1,1,7,0,False,False,False,False,True,1070091,7379,2025-02-18
Marrakech,Gueliz,Riad,À rénover,236,5,1,0,19,False,True,True,True,True,1359599,5761,2024-10-05
Fès,Route Immouzer,Terrain,À rénover,1282,0,0,0,14,False,False,False,False,False,4217895,3290,2024-12-01
Casablanca,Anfa,Villa,Neuf,283,6,3,0,0,False,False,False,True,True,5143209,18173,2024-10-02
Oujda,Hay Essalam,Villa,Neuf,208,2,2,0,0,False,True,True,True,True,1778580,8550,2024-12-13
Oujda,Centre Ville,Local commercial,Bon état,127,0,0,0,8,False,False,False,False,False,498746,3927,2025-01-07
Tanger,Cap Spartel,Villa,Bon état,276,6,3,0,25,False,False,False,True,True,2242537,8125,2024-11-02
Rabat,Agdal,Riad,À rénover,246,4,1,0,9,False,True,True,True,True,1627183,6614,2025-01-30
Oujda,Hay Essalam,Riad,Bon état,231,1,1,0,12,True,True,True,True,True,1531974,6631,2025-02-01
Tanger,Centre Ville,Local commercial,Neuf,203,0,0,0,0,False,True,False,False,True,2255846,11112,2024-11-15
Meknès,Plaisance,Riad,Bon état,352,4,2,0,18,True,True,True,True,False,1773286,5037,2025-02-11
Fès,Atlas,Appartement,Neuf,91,1,1,5,0,True,True,False,False,True,944725,10381,2024-11-05
Fès,Ville Nouvelle,Local commercial,Bon état,97,0,0,0,34,False,False,False,False,True,529908,5462,2025-01-13
Casablanca,Racine,Appartement,Neuf,64,6,2,1,0,False,True,False,False,True,782133,12220,2024-12-24
Fès,Ville Nouvelle,Villa,Bon état,157,5,3,0,5,False,False,True,True,True,1532572,9761,2024-09-09
Rabat,Hassan,Maison,Neuf,156,4,4,0,0,False,True,False,False,False,3069588,19676,2024-11-14
Tanger,Malabata,Maison,À rénover,206,6,1,0,45,False,False,True,True,True,1088567,5284,2024-11-07
Tanger,Boukhalef,Local commercial,En construction,498,0,0,0,0,False,True,False,False,True,4154936,8343,2024-10-28
Rabat,Hassan,Appartement,Bon état,52,5,3,10,41,True,True,False,False,True,353402,6796,2024-12-19
Casablanca,Anfa,Maison,Bon état,257,6,1,0,32,False,False,False,True,False,2481803,9656,2024-09-11
Marrakech,Médina,Riad,Neuf,219,1,1,0,0,False,True,False,True,True,3199498,14609,2024-09-29
Oujda,Angad,Local commercial,Bon état,328,0,0,0,45,False,True,False,False,True,1413297,4308,2024-12-05
Agadir,Founty,Riad,À rénover,273,3,1,0,41,False,True,False,True,False,629739,2306,2024-11-29
Fès,Médina,Maison,Neuf,183,2,1,0,0,False,True,False,True,True,1800312,9837,2024-10-05
Meknès,Plaisance,Riad,Neuf,202,4,1,0,0,False,False,True,True,False,2058394,10190,2024-12-22
Meknès,Centre Ville,Villa,En construction,361,4,1,0,0,False,True,False,True,True,2748681,7614,2025-01-06
Fès,Route Immouzer,Local commercial,En construction,56,0,0,0,0,False,False,False,False,True,325685,5815,2024-10-08
Oujda,Hay Essalam,Local commercial,Neuf,271,0,0,0,0,False,True,False,False,True,1888197,6967,2024-12-27
Fès,Route Immouzer,Villa,En construction,459,1,1,0,0,False,False,False,True,True,4232364,9220,2024-10-18
Meknès,Plaisance,Appartement,Neuf,62,3,3,6,0,True,False,False,False,False,415995,6709,2024-11-03
Casablanca,Anfa,Local commercial,Bon état,143,0,0,0,41,False,True,False,False,True,1154422,8072,2025-01-28
Oujda,Angad,Local commercial,En construction,254,0,0,0,0,False,False,False,False,True,1427903,5621,2025-02-09
Oujda,Angad,Riad,En construction,328,6,1,0,0,False,True,True,True,True,1768770,5392,2024-10-12
Tanger,Boukhalef,Terrain,À rénover,1824,0,0,0,1,False,True,False,False,False,10077797,5525,2024-12-04
Fès,Ville Nouvelle,Appartement,À rénover,55,2,2,4,46,True,True,False,False,True,170821,3105,2025-01-16
Marrakech,Gueliz,Appartement,En construction,182,5,3,5,0,True,False,False,False,True,1512020,8307,2025-02-21
Tanger,Centre Ville,Local commercial,En construction,325,0,0,0,0,False,False,False,False,True,3057335,9407,2024-12-01
Meknès,Marjane,Villa,Neuf,296,4,4,0,0,False,True,False,True,True,3365943,11371,2024-12-03
Oujda,Hay Essalam,Local commercial,Neuf,356,0,0,0,0,False,False,False,False,True,3774545,10602,2024-11-27
Agadir,Talborjt,Appartement,Bon état,173,5,4,7,30,False,True,False,False,True,1048640,6061,2024-12-25
Tanger,Centre Ville,Local commercial,À rénover,498,0,0,0,44,False,True,False,False,False,1867725,3750,2025-01-25
Fès,Médina,Appartement,Neuf,136,1,1,0,0,False,False,False,False,False,1140222,8383,2025-02-14
Tanger,Centre Ville,Riad,Neuf,292,4,4,0,0,False,True,False,True,False,3890826,13324,2024-11-07
Fès,Route Immouzer,Local commercial,Neuf,110,0,0,0,0,False,False,False,False,True,1133363,10303,2024-12-14
Marrakech,Amerchich,Riad,À rénover,168,6,1,0,42,True,False,True,True,True,247549,1473,2025-01-30
Rabat,Les Orangers,Maison,Neuf,280,1,1,0,0,False,False,False,True,True,3595036,12839,2024-10-01
Rabat,Agdal,Villa,En construction,362,2,2,0,0,False,False,True,True,True,4014609,11090,2025-02-09
Rabat,Souissi,Appartement,À rénover,110,2,1,9,22,False,False,False,False,False,906796,8243,2025-01-07
Tanger,Centre Ville,Terrain,En construction,258,0,0,0,0,False,False,False,False,False,2084954,8081,2024-12-16
Fès,Médina,Local commercial,Neuf,423,0,0,0,0,False,False,False,False,False,3643013,8612,2025-02-20
Oujda,Angad,Local commercial,Neuf,311,0,0,0,0,False,False,False,False,False,3032496,9750,2025-01-22
Meknès,Centre Ville,Appartement,Neuf,186,4,3,7,0,False,True,False,False,True,1851690,9955,2024-09-27
Fès,Médina,Terrain,Neuf,498,0,0,0,0,False,False,False,False,True,3492263,7012,2024-10-26
Tanger,Cap Spartel,Appartement,À rénover,184,2,1,9,4,False,True,False,False,True,1357819,7379,2025-02-13
Tanger,Malabata,Villa,Neuf,486,1,1,0,0,False,True,True,True,True,6664825,13713,2024-11-18
Casablanca,Ain Diab,Local commercial,Bon état,112,0,0,0,47,False,False,False,False,False,654551,5844,2025-01-04
Rabat,Les Orangers,Terrain,À rénover,847,0,0,0,13,False,False,False,False,True,5854818,6912,2024-12-30
Meknès,Marjane,Maison,À rénover,202,6,4,0,37,False,True,False,True,True,773292,3828,2025-03-01
Meknès,Plaisance,Riad,Bon état,257,3,3,0,23,False,True,False,True,True,1709313,6651,2025-02-10
Meknès,Centre Ville,Local commercial,Bon état,145,0,0,0,35,False,False,False,False,False,851252,5870,2024-11-17
Tanger,Cap Spartel,Terrain,Neuf,241,0,0,0,0,False,False,False,False,True,1821872,7559,2024-12-20
Oujda,Centre Ville,Appartement,En construction,139,3,1,8,0,False,True,False,False,False,738912,5315,2024-09-27
Fès,Médina,Appartement,Neuf,187,6,2,4,0,False,True,False,False,True,1572412,8408,2024-11-06
Agadir,Talborjt,Terrain,Bon état,957,0,0,0,38,False,True,False,False,True,3175891,3318,2024-11-22
Oujda,Hay Essalam,Local commercial,En construction,388,0,0,0,0,False,True,False,False,True,2017591,5199,2024-10-07
Rabat,Hay Riad,Local commercial,À rénover,450,0,0,0,16,False,False,False,False,True,2875540,6390,2024-12-18
Oujda,Angad,Riad,Bon état,180,1,1,0,30,False,True,True,True,True,1161489,6452,2025-02-11
Tanger,Malabata,Maison,Bon état,260,2,1,0,17,False,False,False,True,True,2208907,8495,2024-12-03
Rabat,Hay Riad,Appartement,Bon état,137,5,4,8,35,False,False,False,False,False,682929,4984,2024-09-24
Casablanca,Gauthier,Local commercial,Bon état,74,0,0,0,9,False,True,False,False,True,661272,8936,2025-03-04
Marrakech,Médina,Appartement,En construction,162,5,2,7,0,True,False,False,False,False,757351,4675,2024-10-28
Casablanca,Maarif,Terrain,À rénover,774,0,0,0,34,False,False,False,False,True,4563899,5896,2024-12-15
Oujda,Hay Essalam,Villa,Neuf,169,4,2,0,0,False,False,True,True,True,1207100,7142,2024-10-14
Agadir,Sonaba,Villa,Neuf,408,1,1,0,0,False,True,True,True,False,6002300,14711,2024-11-20
Marrakech,Palmeraie,Riad,Neuf,179,6,2,0,0,False,True,True,True,True,2356019,13162,2024-12-29
Tanger,Cap Spartel,Villa,En construction,200,4,4,0,0,False,True,True,True,True,2114041,10570,2025-03-06
Oujda,Hay Essalam,Villa,En construction,454,5,3,0,0,False,True,True,True,False,3018944,6649,2024-09-09
Oujda,Centre Ville,Villa,À rénover,167,4,4,0,40,False,False,True,True,True,467013,2796,2025-03-05
